CKZ6	49.147222	-98.880833	CKZ6
CKZ7	49.170611	-97.920019	CKZ7
CLA4	44.089444	-79.495000	CLA4
CLC2	43.068333	-81.125556	CLC2
CLC4	50.845556	-104.323611	CLC4
CLE4	43.622222	-65.762222	CLE4
CLF2	51.041389	-113.554444	CLF2
CLG7	57.196994	-112.895583	CLG7
CLH3	48.858194	-123.474583	CLH3
CLH5	44.525431	-78.448144	CLH5
CLJ3	49.741667	-112.739444	CLJ3
CLM2	42.024783	-82.525033	CLM2
CLS3	56.832231	-113.098692	CLS3
CLS6	43.101131	-79.630306	CLS6
CLV2	44.404500	-80.148167	CLV2
CLW2	45.210861	-79.504375	CLW2
CLW4	43.105767	-81.239350	CLW4
CLW6	43.566753	-80.470833	CLW6
CLY3	52.391167	-112.604075	CLY3
